['Qh', '6s', '2d', '8h', '3h', 'Kc']
['7s', 'Jc', 'Th', '5c', 'Ah', 'Jh']
['7s', 'Jc', 'Th', '5c', 'Ah', 'Jh']
['7s', 'Jc', 'Th', '5c', 'Ah', 'Jh']
['7s', 'Jc', 'Th', '5c', 'Ah', 'Jh']
['9d', '8s', '6s', 'Jd', 'Th', '8d']
['9d', '8s', '6s', 'Jd', 'Th', '8d']
['9d', '8s', '6s', 'Jd', 'Th', '8d']
['9d', '8s', '6s', 'Jd', 'Th', '8d']
['9d', '8s', '6s', 'Jd', 'Th', '8d']
['6d', 'Kd', 'Tc', '3c', 'Qh', '8s']
['6d', 'Kd', 'Tc', '3c', 'Qh', '8s']
['6d', 'Kd', 'Tc', '3c', 'Qh', '8s']
['6d', 'Kd', 'Tc', '3c', 'Qh', '8s']
['6d', 'Kd', 'Tc', '3c', 'Qh', '8s']
['9s', 'Kd', 'Js', 'Ts', '4h', '8d']
['9s', 'Kd', 'Js', 'Ts', '4h', '8d']
['9s', 'Kd', 'Js', 'Ts', '4h', '8d']
['9s', 'Kd', 'Js', 'Ts', '4h', '8d']
['9s', 'Kd', 'Js', 'Ts', '4h', '8d']
['4s', 'Kc', '9d', '4c', 'Th', 'Ac']
['4s', 'Kc', '9d', '4c', 'Th', 'Ac']
['4s', 'Kc', '9d', '4c', 'Th', 'Ac']
['4s', 'Kc', '9d', '4c', 'Th', 'Ac']
['4s', 'Kc', '9d', '4c', 'Th', 'Ac']
['3s', 'Td', '2c', '6s', 'Kh', 'Ks']
['3s', 'Td', '2c', '6s', 'Kh', 'Ks']
['3s', 'Td', '2c', '6s', 'Kh', 'Ks']
['3s', 'Td', '2c', '6s', 'Kh', 'Ks']
['3s', 'Td', '2c', '6s', 'Kh', 'Ks']
['Ts', '4s', '8c', 'Js', 'Th', 'Qs']
['Ts', '4s', '8c', 'Js', 'Th', 'Qs']
['Ts', '4s', '8c', 'Js', 'Th', 'Qs']
['Ts', '4s', '8c', 'Js', 'Th', 'Qs']
['Ts', '4s', '8c', 'Js', 'Th', 'Qs']
['4s', '9h', '8d', '3h', '9s', '4c']
['4s', '9h', '8d', '3h', '9s', '4c']
['4s', '9h', '8d', '3h', '9s', '4c']
['4s', '9h', '8d', '3h', '9s', '4c']
['4s', '9h', '8d', '3h', '9s', '4c']
['4s', '9d', '2c', '8c', '5s', 'Qd']
['4s', '9d', '2c', '8c', '5s', 'Qd']
['4s', '9d', '2c', '8c', '5s', 'Qd']
['4s', '9d', '2c', '8c', '5s', 'Qd']
['4s', '9d', '2c', '8c', '5s', 'Qd']
['9c', '9d', 'Kd', '3d', 'Qs', 'Qd']
['9c', '9d', 'Kd', '3d', 'Qs', 'Qd']
['9c', '9d', 'Kd', '3d', 'Qs', 'Qd']
['9c', '9d', 'Kd', '3d', 'Qs', 'Qd']
['9c', '9d', 'Kd', '3d', 'Qs', 'Qd']
['7d', '4d', 'Kc', 'Ks', '3d', '4h']
['7d', '4d', 'Kc', 'Ks', '3d', '4h']
['7d', '4d', 'Kc', 'Ks', '3d', '4h']
['7d', '4d', 'Kc', 'Ks', '3d', '4h']
['7d', '4d', 'Kc', 'Ks', '3d', '4h']
['Th', 'Ad', '7c', '8d', 'Jd', 'Qs']
['Th', 'Ad', '7c', '8d', 'Jd', 'Qs']
['Th', 'Ad', '7c', '8d', 'Jd', 'Qs']
['Th', 'Ad', '7c', '8d', 'Jd', 'Qs']
['Th', 'Ad', '7c', '8d', 'Jd', 'Qs']
['7h', '4d', '8h', '8c', '3c', '8d']
['7h', '4d', '8h', '8c', '3c', '8d']
['7h', '4d', '8h', '8c', '3c', '8d']
['7h', '4d', '8h', '8c', '3c', '8d']
['7h', '4d', '8h', '8c', '3c', '8d']
['3c', '6s', '5c', '2c', '7d', '7h']
['3c', '6s', '5c', '2c', '7d', '7h']
['3c', '6s', '5c', '2c', '7d', '7h']
['3c', '6s', '5c', '2c', '7d', '7h']
['3c', '6s', '5c', '2c', '7d', '7h']
['6d', '4h', '7c', '2c', '2h', 'Jc']
['6d', '4h', '7c', '2c', '2h', 'Jc']
['6d', '4h', '7c', '2c', '2h', 'Jc']
['6d', '4h', '7c', '2c', '2h', 'Jc']
['6d', '4h', '7c', '2c', '2h', 'Jc']
['6d', 'Td', 'Ad', '3h', '4c', '5h']
['6d', 'Td', 'Ad', '3h', '4c', '5h']
['6d', 'Td', 'Ad', '3h', '4c', '5h']
['6d', 'Td', 'Ad', '3h', '4c', '5h']
['6d', 'Td', 'Ad', '3h', '4c', '5h']
['3d', 'Qs', '2d', 'Tc', 'Kc', '6d']
['3d', 'Qs', '2d', 'Tc', 'Kc', '6d']
['3d', 'Qs', '2d', 'Tc', 'Kc', '6d']
['3d', 'Qs', '2d', 'Tc', 'Kc', '6d']
['3d', 'Qs', '2d', 'Tc', 'Kc', '6d']
['Kc', '8d', '7c', 'Jd', '3c', '4d']
['Kc', '8d', '7c', 'Jd', '3c', '4d']
['Kc', '8d', '7c', 'Jd', '3c', '4d']
['Kc', '8d', '7c', 'Jd', '3c', '4d']
['Kc', '8d', '7c', 'Jd', '3c', '4d']
['Kh', '2c', '9d', 'Jh', 'Jd', '5c']
['Kh', '2c', '9d', 'Jh', 'Jd', '5c']
['Kh', '2c', '9d', 'Jh', 'Jd', '5c']
['Kh', '2c', '9d', 'Jh', 'Jd', '5c']
['Kh', '2c', '9d', 'Jh', 'Jd', '5c']
['Ac', 'Kd', '7s', 'Jd', '2s', '8h']
['Ac', 'Kd', '7s', 'Jd', '2s', '8h']
['Ac', 'Kd', '7s', 'Jd', '2s', '8h']
['Ac', 'Kd', '7s', 'Jd', '2s', '8h']
['Ac', 'Kd', '7s', 'Jd', '2s', '8h']
['7h', '6c', '6d', 'Kd', '6s', '9s']
['7h', '6c', '6d', 'Kd', '6s', '9s']
['7h', '6c', '6d', 'Kd', '6s', '9s']
['7h', '6c', '6d', 'Kd', '6s', '9s']
['7h', '6c', '6d', 'Kd', '6s', '9s']
['8d', 'Kd', '2s', 'Ad', '2c', '2d']
['8d', 'Kd', '2s', 'Ad', '2c', '2d']
['8d', 'Kd', '2s', 'Ad', '2c', '2d']
['8d', 'Kd', '2s', 'Ad', '2c', '2d']
['8d', 'Kd', '2s', 'Ad', '2c', '2d']
['Js', '7d', '6s', '5s', '6c', 'Qc']
['Js', '7d', '6s', '5s', '6c', 'Qc']
['Js', '7d', '6s', '5s', '6c', 'Qc']
['Js', '7d', '6s', '5s', '6c', 'Qc']
['Js', '7d', '6s', '5s', '6c', 'Qc']
['Ah', '5h', 'Ac', 'Js', '4s', '8h']
['Ah', '5h', 'Ac', 'Js', '4s', '8h']
['Ah', '5h', 'Ac', 'Js', '4s', '8h']
['Ah', '5h', 'Ac', 'Js', '4s', '8h']
['Ah', '5h', 'Ac', 'Js', '4s', '8h']
['7s', '4c', 'Ks', '8h', '8c', '6s']
['7s', '4c', 'Ks', '8h', '8c', '6s']
['7s', '4c', 'Ks', '8h', '8c', '6s']
['7s', '4c', 'Ks', '8h', '8c', '6s']
['7s', '4c', 'Ks', '8h', '8c', '6s']
['3s', 'Kd', 'Qs', '5s', '7h', '3d']
['3s', 'Kd', 'Qs', '5s', '7h', '3d']
['3s', 'Kd', 'Qs', '5s', '7h', '3d']
['3s', 'Kd', 'Qs', '5s', '7h', '3d']
['3s', 'Kd', 'Qs', '5s', '7h', '3d']
['7d', 'Ah', '3s', 'As', '4d', 'Tc']
['7d', 'Ah', '3s', 'As', '4d', 'Tc']
['7d', 'Ah', '3s', 'As', '4d', 'Tc']
['7d', 'Ah', '3s', 'As', '4d', 'Tc']
['7d', 'Ah', '3s', 'As', '4d', 'Tc']
['9h', 'Qs', '2d', '8s', 'Kd', 'Kc']
['9h', 'Qs', '2d', '8s', 'Kd', 'Kc']
['9h', 'Qs', '2d', '8s', 'Kd', 'Kc']
['9h', 'Qs', '2d', '8s', 'Kd', 'Kc']
['9h', 'Qs', '2d', '8s', 'Kd', 'Kc']
['Jc', '7d', 'Qs', '5s', '5c', '4h']
['Jc', '7d', 'Qs', '5s', '5c', '4h']
['Jc', '7d', 'Qs', '5s', '5c', '4h']
['Jc', '7d', 'Qs', '5s', '5c', '4h']
['Jc', '7d', 'Qs', '5s', '5c', '4h']
['8s', 'Js', '8c', '8d', '6s', '5s']
['8s', 'Js', '8c', '8d', '6s', '5s']
['8s', 'Js', '8c', '8d', '6s', '5s']
['8s', 'Js', '8c', '8d', '6s', '5s']
['8s', 'Js', '8c', '8d', '6s', '5s']
['6h', 'Qd', 'Tc', '7h', 'As', 'Jh']
['6h', 'Qd', 'Tc', '7h', 'As', 'Jh']
['6h', 'Qd', 'Tc', '7h', 'As', 'Jh']
['6h', 'Qd', 'Tc', '7h', 'As', 'Jh']
['6h', 'Qd', 'Tc', '7h', 'As', 'Jh']
['8h', 'Kc', '6c', '4s', '5c', 'Ah']
['8h', 'Kc', '6c', '4s', '5c', 'Ah']
['8h', 'Kc', '6c', '4s', '5c', 'Ah']
['8h', 'Kc', '6c', '4s', '5c', 'Ah']
['8h', 'Kc', '6c', '4s', '5c', 'Ah']
['Qd', '3c', '9d', '2s', 'Jd', '4s']
['Qd', '3c', '9d', '2s', 'Jd', '4s']
['Qd', '3c', '9d', '2s', 'Jd', '4s']
['Qd', '3c', '9d', '2s', 'Jd', '4s']
['Qd', '3c', '9d', '2s', 'Jd', '4s']
['Td', '4s', '7s', 'Ah', '5c', 'Kc']
['Td', '4s', '7s', 'Ah', '5c', 'Kc']
['Td', '4s', '7s', 'Ah', '5c', 'Kc']
['Td', '4s', '7s', 'Ah', '5c', 'Kc']
['Td', '4s', '7s', 'Ah', '5c', 'Kc']
['8d', '6h', '7c', '2s', '6c', 'Td']
['8d', '6h', '7c', '2s', '6c', 'Td']
['8d', '6h', '7c', '2s', '6c', 'Td']
['8d', '6h', '7c', '2s', '6c', 'Td']
['8d', '6h', '7c', '2s', '6c', 'Td']
['2s', 'Ac', 'Qd', '5d', '2c', 'Jd']
['2s', 'Ac', 'Qd', '5d', '2c', 'Jd']
['2s', 'Ac', 'Qd', '5d', '2c', 'Jd']
['2s', 'Ac', 'Qd', '5d', '2c', 'Jd']
['2s', 'Ac', 'Qd', '5d', '2c', 'Jd']
['Ks', '3c', '9s', '4h', '8s', 'Tc']
['Ks', '3c', '9s', '4h', '8s', 'Tc']
['Ks', '3c', '9s', '4h', '8s', 'Tc']
['Ks', '3c', '9s', '4h', '8s', 'Tc']
['Ks', '3c', '9s', '4h', '8s', 'Tc']
['8c', '5c', '6h', '6d', '2d', 'Th']
['8c', '5c', '6h', '6d', '2d', 'Th']
['8c', '5c', '6h', '6d', '2d', 'Th']
['8c', '5c', '6h', '6d', '2d', 'Th']
['8c', '5c', '6h', '6d', '2d', 'Th']
['5h', '8h', '9h', 'Jc', '6c', 'Ad']
['5h', '8h', '9h', 'Jc', '6c', 'Ad']
['5h', '8h', '9h', 'Jc', '6c', 'Ad']
['5h', '8h', '9h', 'Jc', '6c', 'Ad']
['5h', '8h', '9h', 'Jc', '6c', 'Ad']
['4c', '7s', '8c', 'Jd', 'Jh', '3d']
['4c', '7s', '8c', 'Jd', 'Jh', '3d']
['4c', '7s', '8c', 'Jd', 'Jh', '3d']
['4c', '7s', '8c', 'Jd', 'Jh', '3d']
['4c', '7s', '8c', 'Jd', 'Jh', '3d']
['2c', '2h', 'Th', '7h', '5s', '6s']
['2c', '2h', 'Th', '7h', '5s', '6s']
['2c', '2h', 'Th', '7h', '5s', '6s']
['2c', '2h', 'Th', '7h', '5s', '6s']
['2c', '2h', 'Th', '7h', '5s', '6s']
['Ts', '5h', '3s', 'Kc', 'Ah', '8s']
['Ts', '5h', '3s', 'Kc', 'Ah', '8s']
['Ts', '5h', '3s', 'Kc', 'Ah', '8s']
['Ts', '5h', '3s', 'Kc', 'Ah', '8s']
['Ts', '5h', '3s', 'Kc', 'Ah', '8s']
['4d', 'Ac', 'Qc', 'Qd', '7d', 'Td']
['4d', 'Ac', 'Qc', 'Qd', '7d', 'Td']
['4d', 'Ac', 'Qc', 'Qd', '7d', 'Td']
['4d', 'Ac', 'Qc', 'Qd', '7d', 'Td']
['4d', 'Ac', 'Qc', 'Qd', '7d', 'Td']
['8c', 'Tc', 'Qs', 'Ah', '4c', 'Ks']
['8c', 'Tc', 'Qs', 'Ah', '4c', 'Ks']
['8c', 'Tc', 'Qs', 'Ah', '4c', 'Ks']
['8c', 'Tc', 'Qs', 'Ah', '4c', 'Ks']
['8c', 'Tc', 'Qs', 'Ah', '4c', 'Ks']
['Tc', '8d', '4s', 'Qh', 'Js', '3c']
['Tc', '8d', '4s', 'Qh', 'Js', '3c']
['Tc', '8d', '4s', 'Qh', 'Js', '3c']
['Tc', '8d', '4s', 'Qh', 'Js', '3c']
['Tc', '8d', '4s', 'Qh', 'Js', '3c']
['Ac', 'Ks', 'Ah', 'As', '3d', '5c']
['Ac', 'Ks', 'Ah', 'As', '3d', '5c']
['Ac', 'Ks', 'Ah', 'As', '3d', '5c']
['Ac', 'Ks', 'Ah', 'As', '3d', '5c']
['Ac', 'Ks', 'Ah', 'As', '3d', '5c']
['Ks', '2s', '9d', '3s', '9c', 'Qc']
['Ks', '2s', '9d', '3s', '9c', 'Qc']
['Ks', '2s', '9d', '3s', '9c', 'Qc']
['Ks', '2s', '9d', '3s', '9c', 'Qc']
['Ks', '2s', '9d', '3s', '9c', 'Qc']
['4c', '8c', 'Ad', '9h', '9s', '8d']
['4c', '8c', 'Ad', '9h', '9s', '8d']
['4c', '8c', 'Ad', '9h', '9s', '8d']
['4c', '8c', 'Ad', '9h', '9s', '8d']
['4c', '8c', 'Ad', '9h', '9s', '8d']
['Ks', 'Kd', '6c', '7h', '7s', '7d']
['Ks', 'Kd', '6c', '7h', '7s', '7d']
['Ks', 'Kd', '6c', '7h', '7s', '7d']
['Ks', 'Kd', '6c', '7h', '7s', '7d']
['Ks', 'Kd', '6c', '7h', '7s', '7d']
['Qc', 'Td', '7s', '8d', '4d', '2c']
['Qc', 'Td', '7s', '8d', '4d', '2c']
['Qc', 'Td', '7s', '8d', '4d', '2c']
['Qc', 'Td', '7s', '8d', '4d', '2c']
['Qc', 'Td', '7s', '8d', '4d', '2c']
['6s', '2s', '7s', '9d', 'Ad', 'Ts']
['6s', '2s', '7s', '9d', 'Ad', 'Ts']
['6s', '2s', '7s', '9d', 'Ad', 'Ts']
['6s', '2s', '7s', '9d', 'Ad', 'Ts']
['6s', '2s', '7s', '9d', 'Ad', 'Ts']
['2c', '4s', '6h', '7h', '2h', '5c']
['2c', '4s', '6h', '7h', '2h', '5c']
['2c', '4s', '6h', '7h', '2h', '5c']
['2c', '4s', '6h', '7h', '2h', '5c']
['2c', '4s', '6h', '7h', '2h', '5c']
['9d', '8d', 'Ks', '7c', 'Ts', '3c']
['9d', '8d', 'Ks', '7c', 'Ts', '3c']
['9d', '8d', 'Ks', '7c', 'Ts', '3c']
['9d', '8d', 'Ks', '7c', 'Ts', '3c']
['9d', '8d', 'Ks', '7c', 'Ts', '3c']
['6s', '9h', 'Kh', '3d', '8h', 'Qs']
['6s', '9h', 'Kh', '3d', '8h', 'Qs']
['6s', '9h', 'Kh', '3d', '8h', 'Qs']
['6s', '9h', 'Kh', '3d', '8h', 'Qs']
['6s', '9h', 'Kh', '3d', '8h', 'Qs']
['4d', 'Ac', '2c', 'Jd', 'Kc', '6c']
['4d', 'Ac', '2c', 'Jd', 'Kc', '6c']
['4d', 'Ac', '2c', 'Jd', 'Kc', '6c']
['4d', 'Ac', '2c', 'Jd', 'Kc', '6c']
['4d', 'Ac', '2c', 'Jd', 'Kc', '6c']
['7c', 'Jh', 'Kc', '8c', 'Js', '4c']
['7c', 'Jh', 'Kc', '8c', 'Js', '4c']
['7c', 'Jh', 'Kc', '8c', 'Js', '4c']
['7c', 'Jh', 'Kc', '8c', 'Js', '4c']
['7c', 'Jh', 'Kc', '8c', 'Js', '4c']
['Th', '7h', '5c', '5d', '4s', 'Ac']
['Th', '7h', '5c', '5d', '4s', 'Ac']
['Th', '7h', '5c', '5d', '4s', 'Ac']
['Th', '7h', '5c', '5d', '4s', 'Ac']
['Th', '7h', '5c', '5d', '4s', 'Ac']
['9c', '5d', '8s', 'Js', 'Jh', '7d']
['9c', '5d', '8s', 'Js', 'Jh', '7d']
['9c', '5d', '8s', 'Js', 'Jh', '7d']
['9c', '5d', '8s', 'Js', 'Jh', '7d']
['9c', '5d', '8s', 'Js', 'Jh', '7d']
['Kd', 'Ac', '3h', '4c', '3d', 'Jd']
['Kd', 'Ac', '3h', '4c', '3d', 'Jd']
['Kd', 'Ac', '3h', '4c', '3d', 'Jd']
['Kd', 'Ac', '3h', '4c', '3d', 'Jd']
['Kd', 'Ac', '3h', '4c', '3d', 'Jd']
['3c', '5s', 'Td', '9s', 'Ah', '2h']
['3c', '5s', 'Td', '9s', 'Ah', '2h']
['3c', '5s', 'Td', '9s', 'Ah', '2h']
['3c', '5s', 'Td', '9s', 'Ah', '2h']
['3c', '5s', 'Td', '9s', 'Ah', '2h']
['6s', '4s', '9s', 'Ad', '6h', '9d']
['6s', '4s', '9s', 'Ad', '6h', '9d']
['6s', '4s', '9s', 'Ad', '6h', '9d']
['6s', '4s', '9s', 'Ad', '6h', '9d']
['6s', '4s', '9s', 'Ad', '6h', '9d']
['5d', '4c', '3s', 'Jd', '5c', '9h']
['5d', '4c', '3s', 'Jd', '5c', '9h']
['5d', '4c', '3s', 'Jd', '5c', '9h']
['5d', '4c', '3s', 'Jd', '5c', '9h']
['5d', '4c', '3s', 'Jd', '5c', '9h']
['Kh', '3c', '4c', '7s', '9d', '7h']
['Kh', '3c', '4c', '7s', '9d', '7h']
['Kh', '3c', '4c', '7s', '9d', '7h']
['Kh', '3c', '4c', '7s', '9d', '7h']
['Kh', '3c', '4c', '7s', '9d', '7h']
['7c', 'Ad', '9d', 'Qd', 'Jd', 'As']
['7c', 'Ad', '9d', 'Qd', 'Jd', 'As']
['7c', 'Ad', '9d', 'Qd', 'Jd', 'As']
['7c', 'Ad', '9d', 'Qd', 'Jd', 'As']
['7c', 'Ad', '9d', 'Qd', 'Jd', 'As']
['3c', 'Jh', '7c', '8s', 'Ac', 'Qh']
['3c', 'Jh', '7c', '8s', 'Ac', 'Qh']
['3c', 'Jh', '7c', '8s', 'Ac', 'Qh']
['3c', 'Jh', '7c', '8s', 'Ac', 'Qh']
['3c', 'Jh', '7c', '8s', 'Ac', 'Qh']
['4c', '7c', 'Qs', '5s', 'Td', '2s']
['4c', '7c', 'Qs', '5s', 'Td', '2s']
['4c', '7c', 'Qs', '5s', 'Td', '2s']
['4c', '7c', 'Qs', '5s', 'Td', '2s']
['4c', '7c', 'Qs', '5s', 'Td', '2s']
['2h', '7c', '5s', '3c', 'Qs', 'Kc']
['2h', '7c', '5s', '3c', 'Qs', 'Kc']
['2h', '7c', '5s', '3c', 'Qs', 'Kc']
['2h', '7c', '5s', '3c', 'Qs', 'Kc']
['2h', '7c', '5s', '3c', 'Qs', 'Kc']
['4c', 'Ah', 'Ts', '7h', '8d', '3h']
['4c', 'Ah', 'Ts', '7h', '8d', '3h']
['4c', 'Ah', 'Ts', '7h', '8d', '3h']
['4c', 'Ah', 'Ts', '7h', '8d', '3h']
['4c', 'Ah', 'Ts', '7h', '8d', '3h']
['Qh', 'Ah', '5c', '9c', 'Qd', '3c']
['Qh', 'Ah', '5c', '9c', 'Qd', '3c']
['Qh', 'Ah', '5c', '9c', 'Qd', '3c']
['Qh', 'Ah', '5c', '9c', 'Qd', '3c']
['Qh', 'Ah', '5c', '9c', 'Qd', '3c']
['5c', '4d', 'Ac', '6d', '4h', '7d']
['5c', '4d', 'Ac', '6d', '4h', '7d']
['5c', '4d', 'Ac', '6d', '4h', '7d']
['5c', '4d', 'Ac', '6d', '4h', '7d']
['5c', '4d', 'Ac', '6d', '4h', '7d']
['3d', '7h', 'Qh', 'Js', '9c', 'Kh']
['3d', '7h', 'Qh', 'Js', '9c', 'Kh']
['3d', '7h', 'Qh', 'Js', '9c', 'Kh']
['3d', '7h', 'Qh', 'Js', '9c', 'Kh']
['3d', '7h', 'Qh', 'Js', '9c', 'Kh']
['Jh', '9d', 'Ac', 'Kd', '7s', '4s']
['Jh', '9d', 'Ac', 'Kd', '7s', '4s']
['Jh', '9d', 'Ac', 'Kd', '7s', '4s']
['Jh', '9d', 'Ac', 'Kd', '7s', '4s']
['Jh', '9d', 'Ac', 'Kd', '7s', '4s']
['Th', 'Jc', 'Js', '5c', 'Qh', 'Ac']
['Th', 'Jc', 'Js', '5c', 'Qh', 'Ac']
['Th', 'Jc', 'Js', '5c', 'Qh', 'Ac']
['Th', 'Jc', 'Js', '5c', 'Qh', 'Ac']
['Th', 'Jc', 'Js', '5c', 'Qh', 'Ac']
['7s', '8s', 'Qs', '2h', 'As', 'Jh']
['7s', '8s', 'Qs', '2h', 'As', 'Jh']
['7s', '8s', 'Qs', '2h', 'As', 'Jh']
['7s', '8s', 'Qs', '2h', 'As', 'Jh']
['7s', '8s', 'Qs', '2h', 'As', 'Jh']
['9s', '3c', '6s', 'Jc', '8c', 'Jd']
['9s', '3c', '6s', 'Jc', '8c', 'Jd']
['9s', '3c', '6s', 'Jc', '8c', 'Jd']
['9s', '3c', '6s', 'Jc', '8c', 'Jd']
['9s', '3c', '6s', 'Jc', '8c', 'Jd']
['7h', '9s', '3c', '2s', 'Jc', '5c']
['7h', '9s', '3c', '2s', 'Jc', '5c']
['7h', '9s', '3c', '2s', 'Jc', '5c']
['7h', '9s', '3c', '2s', 'Jc', '5c']
['7h', '9s', '3c', '2s', 'Jc', '5c']
['7d', 'Jh', '8c', '4s', 'Jc', '2c']
['7d', 'Jh', '8c', '4s', 'Jc', '2c']
['7d', 'Jh', '8c', '4s', 'Jc', '2c']
['7d', 'Jh', '8c', '4s', 'Jc', '2c']
['7d', 'Jh', '8c', '4s', 'Jc', '2c']
['9h', '4d', '2s', '6h', '5c', '6d']
['9h', '4d', '2s', '6h', '5c', '6d']
['9h', '4d', '2s', '6h', '5c', '6d']
['9h', '4d', '2s', '6h', '5c', '6d']
['9h', '4d', '2s', '6h', '5c', '6d']
['Td', '7c', '2h', '2d', '4d', '8s']
['Td', '7c', '2h', '2d', '4d', '8s']
['Td', '7c', '2h', '2d', '4d', '8s']
['Td', '7c', '2h', '2d', '4d', '8s']
['Td', '7c', '2h', '2d', '4d', '8s']
['9c', 'Ad', 'Js', 'Kh', 'Qc', 'Kc']
['9c', 'Ad', 'Js', 'Kh', 'Qc', 'Kc']
['9c', 'Ad', 'Js', 'Kh', 'Qc', 'Kc']
['9c', 'Ad', 'Js', 'Kh', 'Qc', 'Kc']
['9c', 'Ad', 'Js', 'Kh', 'Qc', 'Kc']
['8d', '5d', 'As', '6d', '2h', '6c']
['8d', '5d', 'As', '6d', '2h', '6c']
['8d', '5d', 'As', '6d', '2h', '6c']
['8d', '5d', 'As', '6d', '2h', '6c']
['8d', '5d', 'As', '6d', '2h', '6c']
['Td', '5s', '3s', '5h', '3h', 'Th']
['Td', '5s', '3s', '5h', '3h', 'Th']
['Td', '5s', '3s', '5h', '3h', 'Th']
['Td', '5s', '3s', '5h', '3h', 'Th']
['Td', '5s', '3s', '5h', '3h', 'Th']
['8c', '7c', 'Jh', '6s', '2c', 'Qd']
['8c', '7c', 'Jh', '6s', '2c', 'Qd']
['8c', '7c', 'Jh', '6s', '2c', 'Qd']
['8c', '7c', 'Jh', '6s', '2c', 'Qd']
['8c', '7c', 'Jh', '6s', '2c', 'Qd']
['Kc', 'Qc', '6h', '7c', 'Ac', '2c']
['Kc', 'Qc', '6h', '7c', 'Ac', '2c']
['Kc', 'Qc', '6h', '7c', 'Ac', '2c']
['Kc', 'Qc', '6h', '7c', 'Ac', '2c']
['Kc', 'Qc', '6h', '7c', 'Ac', '2c']
['8h', 'Kc', '7d', '8s', '9c', '5c']
['8h', 'Kc', '7d', '8s', '9c', '5c']
['8h', 'Kc', '7d', '8s', '9c', '5c']
['8h', 'Kc', '7d', '8s', '9c', '5c']
['8h', 'Kc', '7d', '8s', '9c', '5c']
['Kc', '3s', 'Tc', '6d', 'Qc', 'Ah']
['Kc', '3s', 'Tc', '6d', 'Qc', 'Ah']
['Kc', '3s', 'Tc', '6d', 'Qc', 'Ah']
['Kc', '3s', 'Tc', '6d', 'Qc', 'Ah']
['Kc', '3s', 'Tc', '6d', 'Qc', 'Ah']
['7h', '2h', 'Qd', 'Qh', '6s', '7d']
['7h', '2h', 'Qd', 'Qh', '6s', '7d']
['7h', '2h', 'Qd', 'Qh', '6s', '7d']
['7h', '2h', 'Qd', 'Qh', '6s', '7d']
['7h', '2h', 'Qd', 'Qh', '6s', '7d']
['Kc', 'Ts', '8c', '6c', '6d', '5s']
['Kc', 'Ts', '8c', '6c', '6d', '5s']
['Kc', 'Ts', '8c', '6c', '6d', '5s']
['Kc', 'Ts', '8c', '6c', '6d', '5s']
['Kc', 'Ts', '8c', '6c', '6d', '5s']
['9d', 'Td', 'Ks', 'Jh', '6h', '8d']
['9d', 'Td', 'Ks', 'Jh', '6h', '8d']
['9d', 'Td', 'Ks', 'Jh', '6h', '8d']
['9d', 'Td', 'Ks', 'Jh', '6h', '8d']
['9d', 'Td', 'Ks', 'Jh', '6h', '8d']
['6h', 'Qd', '5d', 'Qc', '7h', '9d']
['6h', 'Qd', '5d', 'Qc', '7h', '9d']
['6h', 'Qd', '5d', 'Qc', '7h', '9d']
['6h', 'Qd', '5d', 'Qc', '7h', '9d']
['6h', 'Qd', '5d', 'Qc', '7h', '9d']
['Qd', 'Qc', '2s', 'Jd', '4s', '2c']
['Qd', 'Qc', '2s', 'Jd', '4s', '2c']
['Qd', 'Qc', '2s', 'Jd', '4s', '2c']
['Qd', 'Qc', '2s', 'Jd', '4s', '2c']
['Qd', 'Qc', '2s', 'Jd', '4s', '2c']
['Qd', '6c', '9c', 'Tc', '7c', '3d']
['Qd', '6c', '9c', 'Tc', '7c', '3d']
['Qd', '6c', '9c', 'Tc', '7c', '3d']
['Qd', '6c', '9c', 'Tc', '7c', '3d']
['Qd', '6c', '9c', 'Tc', '7c', '3d']
['3s', 'Th', 'Ks', '4c', '7d', 'As']
['3s', 'Th', 'Ks', '4c', '7d', 'As']
['3s', 'Th', 'Ks', '4c', '7d', 'As']
['3s', 'Th', 'Ks', '4c', '7d', 'As']
['3s', 'Th', 'Ks', '4c', '7d', 'As']
['Ad', '7s', '3s', 'As', '4h', '9c']
['Ad', '7s', '3s', 'As', '4h', '9c']
['Ad', '7s', '3s', 'As', '4h', '9c']
['Ad', '7s', '3s', 'As', '4h', '9c']
['Ad', '7s', '3s', 'As', '4h', '9c']
['6d', '5c', '4h', 'As', '8s', '9h']
['6d', '5c', '4h', 'As', '8s', '9h']
['6d', '5c', '4h', 'As', '8s', '9h']
['6d', '5c', '4h', 'As', '8s', '9h']
['6d', '5c', '4h', 'As', '8s', '9h']
['Js', '9d', '9c', '8s', '3h', 'As']
['Js', '9d', '9c', '8s', '3h', 'As']
['Js', '9d', '9c', '8s', '3h', 'As']
['Js', '9d', '9c', '8s', '3h', 'As']
['Js', '9d', '9c', '8s', '3h', 'As']
['Th', '9d', '7h', '9h', 'As', 'Jh']
['Th', '9d', '7h', '9h', 'As', 'Jh']
['Th', '9d', '7h', '9h', 'As', 'Jh']
['Th', '9d', '7h', '9h', 'As', 'Jh']
['Th', '9d', '7h', '9h', 'As', 'Jh']
['4c', 'Js', '3h', 'Ah', '6d', '3d']
['4c', 'Js', '3h', 'Ah', '6d', '3d']
['4c', 'Js', '3h', 'Ah', '6d', '3d']
['4c', 'Js', '3h', 'Ah', '6d', '3d']
['4c', 'Js', '3h', 'Ah', '6d', '3d']
